Date,CustomerName,Description,PartNo,DRNo,UnitPrice,Text56,OutQty,SellingUnitPrice,Amount
1/25/2015,,ATF,UNI,54430,139.50,139.5,1,155.00,155.00
1/25/2015,,CLUTCH DISC,ISD-134,54431,2400.00,2400,1,2750.00,2750.00
1/25/2015,,TRANSMISSION SUPPORT,4BE1,54431,162.00,162,1,250.00,250.00
1/25/2015,,HOSE,42071,54432,4.34,86.8,20,10.00,200.00
1/25/2015,,FITTING,I06-16MJL,54432,37.00,74,2,250.00,500.00
1/25/2015,,EPOXY,40G,54433,49.00,49,1,100.00,100.00
1/25/2015,,OIL PAN GASKET,6BB1,54433,240.00,240,1,350.00,350.00
1/25/2015,,AUTO BULB,WURTH,54435,47.56,95.12,2,50.00,100.00
1/25/2015,,BOLT,12x55,54435,7.60,7.6,1,20.00,20.00
1/25/2015,,SPRING,A034,54435,55.00,55,1,120.00,120.00
1/25/2015,,PROPELLER BOLT,95,54435,31.50,157.5,5,50.00,250.00
1/25/2015,,HYDRAULIC OIL,PAIL,54436,1940.00,1940,1,2100.00,2100.00
1/25/2015,,WHEEL CUP,SC-80207R,54439,36.00,72,2,50.00,100.00
1/25/2015,,BALL JOINT,12X12,54441,117.00,0,0,300.00,0.00
1/25/2015,,VALVE SEAL,V-10 NOK,54443,38.00,38,1,65.00,65.00
1/25/2015,,IGNITION SWITCH,GEN,54446,300.00,300,1,450.00,450.00
1/25/2015,,WIPER BLADE,DTS-020N,54447,160.00,320,2,190.00,380.00
1/25/2015,,BULB SOCKET,CBS-30SB,544478,7.20,7.2,1,15.00,15.00
1/25/2015,,CHECK VALVE,11300,544478,94.50,94.5,1,170.00,170.00
1/25/2015,,HOSE CLAMP,37989,54449,5.85,11.7,2,50.00,100.00
1/25/2015,,LEAF SPRING,NPR FRT-2,54449,446.50,446.5,1,900.00,900.00
1/25/2015,,BATTERY LUG,UNI,54451,13.00,13,1,40.00,40.00
1/25/2015,,BATTERY CABLE,UNI,54451,75.00,75,1,120.00,120.00
1/25/2015,,HYDRAULIC OIL,PAIL,54452,1940.00,1940,1,2100.00,2100.00
1/25/2015,,WHEEL CUP,SC-80563R,54453,58.00,232,4,75.00,300.00
1/25/2015,,BATTERY CABLE,UNI,54454,75.00,375,5,110.00,550.00
1/25/2015,,AUTO BULB,17916,54455,15.46,15.46,1,30.00,30.00
1/25/2015,,U-BOLT,14X72X180,54455,79.05,79.05,1,130.00,130.00
1/25/2015,,EXH PIPE GASKET,3 1/2 hd,54456,200.00,400,2,300.00,600.00
1/25/2015,,O-RING,NO.229,54457,10.00,20,2,20.00,40.00
1/25/2015,,NUT,12MM,54460,1.87,7.48,4,5.00,20.00
1/25/2015,,OIL SEAL,68X124X11.5/27-N,54460,340.00,340,1,650.00,650.00
1/25/2015,,RUBBER HOSE,42008,54460,26.00,260,10,60.00,600.00
1/25/2015,,HOSE CLAMP,37989,54460,5.85,23.4,4,10.00,40.00
1/25/2015,,OIL PAN GASKET,4HF1,54461,250.00,250,1,350.00,350.00
1/25/2015,,BOLT,10x50,54462,3.93,7.86,2,10.00,20.00
1/25/2015,,CLUTCH BOOSTER ASSY,SPM-KOREA,54463,1845.00,1845,1,2500.00,2500.00
1/25/2015,,BRAKE FLUID,300ML,54463,57.04,57.04,1,70.00,70.00
1/25/2015,,TAPELON,UNI,54463,7.50,7.5,1,10.00,10.00
1/25/2015,,HOSE CLAMP,37989,54464,9.40,9.4,1,40.00,40.00
1/25/2015,,HOSE CLAMP,38020,54464,9.80,19.6,2,30.00,60.00
1/25/2015,,HYDRAULIC OIL,LTR,54466,107.50,107.5,1,120.00,120.00
1/25/2015,,FOG LAMP,DL-166,54467,300.00,600,2,400.00,800.00
1/25/2015,,O-RING,NO.150,54468,10.00,30,3,20.00,60.00
1/26/2015,ndms,LEAF SPRING,278 EHD-1,54434,1195.00,1195,1,1900.00,1900.00
1/26/2015,ndms,CENTER BOLT,16X300-T,54434,85.00,85,1,150.00,150.00
1/26/2015,cholo,HYDRAULIC OIL,GAL,54437,420.00,840,2,470.00,940.00
1/26/2015,v perez,CLUTCH BOOSTER PISTON,11307,54438,120.00,120,1,200.00,200.00
1/26/2015,v perez,BRAKE FLUID,900ML,54438,150.00,150,1,170.00,170.00
1/26/2015,metrohil,BEARING,580/572,54440,1050.00,2100,2,1700.00,3400.00
1/26/2015,august,ATF,UNI,54442,139.50,279,2,155.00,310.00
1/26/2015,r.umali,ATF,UNI,54444,139.50,139.5,1,155.00,155.00
1/26/2015,r.umali,ASBESTOS,23377,54444,16.25,16.25,1,60.00,60.00
1/26/2015,r.umali,VILLAMOID GASKET,11689,54444,15.12,15.12,1,35.00,35.00
1/26/2015,lusabia,GEAR OIL,SAE 140 LTR,54450,137.00,274,2,150.00,300.00
1/26/2015,lusabia,GEAR OIL,SAE 90 LTR,54450,133.25,533,4,145.00,580.00
1/26/2015,mike balba,CLUTCH BOOSTER PISTON,4162,54458,180.00,180,1,250.00,250.00
1/26/2015,mike balba,BOLT,14x75,54458,27.80,111.2,4,30.00,120.00
1/26/2015,mike balba,BRAKE FLUID,900ML,54458,150.00,150,1,175.00,175.00
1/26/2015,mike balba,TORQUE ROD BUSHING,TZK,54458,475.00,1900,4,750.00,3000.00
1/26/2015,,SPRING PIN,45,54459,80.00,160,2,150.00,300.00
1/26/2015,,OIL SEAL,60X77X12,54459,95.00,95,1,250.00,250.00
1/26/2015,,SPRING PIN BUSHING,25X30X68,54459,45.00,90,2,90.00,180.00
1/26/2015,,PROPELLER BOLT,95,54459,31.50,126,4,50.00,200.00
1/26/2015,dimaunahan,CENTER BOLT,14X240,54459,59.00,59,1,100.00,100.00
1/26/2015,reem construction,TORQUE ROD BUSHING,TZK,54469,475.00,5700,12,700.00,8400.00
1/26/2015,reem construction,SEALED BEAM,4402-K,54469,340.00,680,2,400.00,800.00
1/26/2015,reem construction,HYDRAULIC OIL,MIRR,54469,1800.00,10800,6,2200.00,13200.00
1/26/2015,j&j,ACCELERATOR CABLE,CXM 2240,54470,198.00,198,1,350.00,350.00
1/27/2015,,CLUTCH BOOSTER ASSY,02105-K,54471,800.00,800,1,1500.00,1500.00
1/27/2015,,SEAT BALL BUSH,118-0,54472,110.00,220,2,150.00,300.00
1/27/2015,,HYDRAULIC OIL,MIRR,54473,1800.00,3600,2,2100.00,4200.00
1/27/2015,,BOLT,8x20,54474,1.59,6.36,4,5.00,20.00
1/27/2015,,BOLT,8X30,54474,1.78,10.68,6,5.00,30.00
1/27/2015,,GEAR OIL,SAE 140 GAL,54475,548.00,548,1,600.00,600.00
1/27/2015,,OIL SEAL,444-X,54475,290.00,290,1,450.00,450.00
1/27/2015,,CLUTCH BOOSTER PISTON,11307,54476,120.00,120,1,200.00,200.00
1/27/2015,,BRAKE FLUID,300ML,54476,57.04,57.04,1,70.00,70.00
1/27/2015,,AXLE BOLT,88,54477,30.60,122.4,4,50.00,200.00
1/27/2015,,HYDRAULIC OIL,LTR,54478,107.50,107.5,1,120.00,120.00
1/27/2015,,OIL SEAL,507-X,54479,702.00,702,1,980.00,980.00
1/27/2015,,GEAR OIL,SAE 140 GAL,54479,548.00,1096,2,590.00,1180.00
1/27/2015,,WHEEL CYLINDER ASSY,94131-652,54480,288.00,288,1,400.00,400.00
1/27/2015,NASH,ATF,UNI,54481,139.50,279,2,155.00,310.00
1/27/2015,NASH,WHEEL CUP,SC-80208R,54481,36.00,360,10,50.00,500.00
1/27/2015,,LEAF SPRING,2178674,54482,1500.00,1500,1,2600.00,2600.00
1/27/2015,MIKE FISHER,HUB BOLT,UNI RRH,54483,150.00,300,2,190.00,380.00
1/27/2015,MIKE FISHER,HUB BOLT,UNI FLH,54483,140.00,280,2,190.00,380.00
1/27/2015,MIKE FISHER,CLEARANCE LIGHT,M-4,54483,30.00,60,2,50.00,100.00
1/27/2015,,LED WIRE,UNI,54484,62.50,218.75,3.5,90.00,315.00
1/27/2015,,FLASHER RELAY,066500-1512,54485,350.00,350,1,500.00,500.00
1/27/2015,,TAPELON,UNI,54486,7.50,7.5,1,15.00,15.00
1/27/2015,,HYDROVAC CUP,9,54486,26.10,52.2,2,50.00,100.00
1/27/2015,,BOOGIE SHIM,ISUZU,54487,20.00,160,8,35.00,280.00
1/27/2015,,AIR GOVERNOR,037-0,54488,2150.00,2150,1,2800.00,2800.00
1/27/2015,,SELECTOR CABLE,4CT-1296,54489,720.00,720,1,1200.00,1200.00
1/27/2015,AMADO,VALVE SEAL,V-10,54490,13.50,189,14,70.00,980.00
1/27/2015,AMADO,SILICON GASKET,UNI,54490,73.00,73,1,100.00,100.00
1/27/2015,AMADO,CHECK VALVE,13314,54491,135.00,135,1,200.00,200.00
1/27/2015,AMADO,CHECK VALVE,13315,54491,135.00,135,1,200.00,200.00
1/27/2015,,CENTER BEARING ASSY,KS-22,54492,675.00,675,1,900.00,900.00
1/27/2015,J&J,U-BOLT,24X93X450,54493,495.00,1980,4,750.00,3000.00
1/27/2015,J&J,U-BOLT,24X93X500,54493,518.50,2074,4,750.00,3000.00
1/27/2015,,CHECK VALVE,13314,54494,135.00,135,1,200.00,200.00
1/27/2015,,CHECK VALVE,13315,54494,135.00,135,1,200.00,200.00
1/27/2015,,U-BOLT,18X72X400,54495,238.00,238,1,760.00,760.00
1/27/2015,,OIL FILTER,C-1513,54495,725.00,725,1,1100.00,1100.00
1/27/2015,,SPRING PIN BUSHING,NKR,54496,40.00,240,6,50.00,300.00
1/27/2015,,SILICON GASKET,UNI,54497,73.00,73,1,100.00,100.00
1/27/2015,,OIL,LUB PLUS GAL,54497,420.00,420,1,450.00,450.00
1/27/2015,J&R,PISTON PIN BUSHING,P434L,54498,270.00,270,1,380.00,380.00
1/27/2015,QUIMIO,WHEEL CUP,SC-80209R,54499,34.20,68.4,2,50.00,100.00
1/27/2015,QUIMIO,SILICON GASKET,UNI,54499,73.00,146,2,100.00,200.00
1/27/2015,QUIMIO,BRAKE FLUID,900ML,54499,150.91,150.91,1,170.00,170.00
1/27/2015,,OIL SEAL,38,54500,40.50,40.5,1,90.00,90.00
1/27/2015,,HYDROVAC CUP,SC-375663,54500,36.00,36,1,70.00,70.00
1/27/2015,,HYDROVAC CUP,4,54500,28.80,28.8,1,60.00,60.00
1/27/2015,AMADO,CENTER BOLT,16X260-T,54501,85.00,85,1,150.00,150.00
1/27/2015,,CROSS JOINT,GUIS-66,54502,475.00,475,1,850.00,850.00
1/27/2015,,U-BOLT,22X93X360,54503,395.25,395.25,1,550.00,550.00
1/27/2015,,OIL,LUB PLUS LTR,54505,105.00,105,1,115.00,115.00
1/27/2015,NDMS,HOSE,42008,54507,3.34,40.08,12,16.67,200.04
1/27/2015,NDMS,FITTING,I04-10MJF 1.0,54507,45.00,45,1,100.00,100.00
1/27/2015,NDMS,FITTING,I04-F12 1.0,54507,54.00,54,1,100.00,100.00
1/27/2015,NDMS,CLUTCH BOOSTER PISTON,11307,54507,120.00,120,1,200.00,200.00
1/27/2015,,OIL,TOP ONE SYNTHETIC,54508,275.00,550,2,300.00,600.00
1/27/2015,,COPPER WASHER,1016,54508,22.39,44.78,2,30.00,60.00
1/27/2015,,OIL SENDING UNIT,OS-3T,54509,45.00,45,1,100.00,100.00
1/27/2015,,SILICON GASKET,UNI,54510,73.00,73,1,110.00,110.00
1/27/2015,,CENTER BEARING ASSY,105-0,54511,850.00,850,1,1300.00,1300.00
1/27/2015,,CENTER BOLT,12X300-T,54511,46.00,46,1,100.00,100.00
1/27/2015,,PROPELLER BOLT,95,54511,31.50,31.5,1,50.00,50.00
1/27/2015,,U-BOLT,18X72X400,54511,238.00,238,1,350.00,350.00
1/27/2015,,SPRING PIN BUSHING,28X34X68,54511,63.00,189,3,100.00,300.00
1/27/2015,MAKALINDONG,CLUTCH MASTER KIT,SK-31591,54512,756.00,756,1,950.00,950.00
1/27/2015,MAKALINDONG,AIR FILTER,EA-361,54512,558.00,558,1,1700.00,1700.00
1/27/2015,MAKALINDONG,OIL SEAL,74X97X12,54512,190.00,190,1,350.00,350.00
1/27/2015,,GEAR OIL,SAE 140 LTR,54513,137.00,137,1,150.00,150.00
1/27/2015,,OIL,LUB PLUS LTR,54513,105.00,210,2,115.00,230.00
1/27/2015,MIKE FISHER,OIL FILTER,O-1522,54515,772.50,772.5,1,980.00,980.00
1/27/2015,MIKE FISHER,FUEL FILTER,FC-1503,54515,240.00,240,1,250.00,250.00
1/27/2015,MIKE FISHER,SILICON GASKET,UNI,54515,73.00,73,1,120.00,120.00
1/28/2015,,MIRROR,E-134,54514,110.00,110,1,150.00,150.00
1/28/2015,QUIMIO,HYDRAULIC OIL,MIRR,54516,1800.00,1800,1,2100.00,2100.00
1/28/2015,V PEREZ,GEAR OIL,SAE 90 PAIL,54517,2358.00,2358,1,2550.00,2550.00
1/28/2015,,WD-40,SMALL,54518,120.00,120,1,150.00,150.00
1/28/2015,,TAPELON,UNI,54519,7.50,7.5,1,15.00,15.00
1/28/2015,,HYDROVAC CUP,9,54519,26.10,52.2,2,50.00,100.00
1/28/2015,,SILICON GASKET,UNI,54519,73.00,73,1,120.00,120.00
1/28/2015,,HYDROVAC CUP,4,54519,28.80,28.8,1,60.00,60.00
1/28/2015,,MULTIS 3,500G,54520,105.00,105,1,115.00,115.00
1/28/2015,AMADO,ATF,UNI,54521,139.50,139.5,1,310.00,310.00
1/28/2015,,U-BOLT,16X72X400,54522,143.00,286,2,250.00,500.00
1/28/2015,,BOLT,10x45,54522,3.80,15.2,4,10.00,40.00
1/28/2015,,ELBOW FITTING,42071,54522,110.00,110,1,150.00,150.00
1/28/2015,,BUNDY TUBE,42008,54522,12.80,76.8,6,30.00,180.00
1/28/2015,JUN MANALO,LED WIRE,UNI,54523,62.50,62.5,1,90.00,90.00
1/28/2015,JUN MANALO,IGNITION SWITCH,GEN,54523,300.00,300,1,400.00,400.00
1/28/2015,JUN MANALO,MARKER LAMP,DL-045,54523,63.75,1020,16,100.00,1600.00
1/28/2015,JUN MANALO,CLEARANCE LIGHT,M-4,54523,30.00,30,1,50.00,50.00
1/28/2015,JUN MANALO,BACK HORN,GEN 12V,54523,230.00,460,2,380.00,760.00
1/28/2015,JUN MANALO,AUTO WIRE,NO.14 MTR,54523,12.28,368.4,30,16.00,480.00
1/28/2015,JUN MANALO,TAIL LIGHT ASSY,ABAS-3,54523,1300.00,5200,4,1700.00,6800.00
1/28/2015,JUN MANALO,SIDE LIGHT ASSY,GIGA,54523,180.00,720,4,300.00,1200.00
1/28/2015,JUN MANALO,WIPER BLADE,347-20,54523,130.00,910,7,180.00,1260.00
1/28/2015,JUN MANALO,EXH PIPE GASKET,3 1/2 hd,54523,200.00,400,2,300.00,600.00
1/28/2015,JUN MANALO,FOG LAMP,TZ-212-24V,54523,375.00,750,2,550.00,1100.00
1/28/2015,JUN MANALO,OIL,LUB PLUS GAL,54523,420.00,420,1,450.00,450.00
1/28/2015,,OIL,LUB PLUS LTR,54524,105.00,105,1,115.00,115.00
1/28/2015,NOLI DIMAUNAHAN,MIRROR,E-362,54525,165.00,165,1,350.00,350.00
1/28/2015,NOLI DIMAUNAHAN,FLARE NUT,42071,54525,10.00,20,2,50.00,100.00
1/28/2015,NOLI DIMAUNAHAN,BUNDY TUBE,42071,54525,17.00,34,2,50.00,100.00
1/28/2015,NOLI DIMAUNAHAN,ATF,UNI,54525,139.50,139.5,1,155.00,155.00
1/28/2015,NOLI DIMAUNAHAN,TAPELON,UNI,54525,7.50,7.5,1,15.00,15.00
1/28/2015,,HYDROVAC CUP,9,54526,26.10,26.1,1,60.00,60.00
1/28/2015,,HYDROVAC CUP,4,54526,28.80,57.6,2,50.00,100.00
1/28/2015,P. MEDRANA,BRAKE FLUID,900ML,54527,150.91,150.91,1,170.00,170.00
1/28/2015,P. MEDRANA,SANDPAPER,UNI,54527,7.00,7,1,15.00,15.00
1/28/2015,,TRANSMISSION SUPPORT,10PD1,54527,1850.00,3700,2,2282.50,4565.00
1/28/2015,P. MEDRANA,BRAKE LINING,CX-406,54527,180.00,360,2,275.00,550.00
1/28/2015,P. MEDRANA,WHEEL CUP,SC-80207R,54527,36.00,144,4,50.00,200.00
1/28/2015,P. MEDRANA,KING PIN KIT,KP-222,54527,4800.00,4800,1,5500.00,5500.00
1/28/2015,ARCILLAS,HUB BOLT,HYUNDAI FLH,54528,110.00,880,8,260.00,2080.00
1/28/2015,ARCILLAS,HI-TEMP GREASE,2KG,54528,580.00,580,1,750.00,750.00
1/28/2015,AUGUST,OIL,LUB PLUS LTR,54529,105.00,210,2,115.00,230.00
1/28/2015,,U-BOLT,14X72X200,54530,85.00,85,1,150.00,150.00
1/28/2015,,CENTER BOLT,14X240,54530,59.00,59,1,100.00,100.00
1/28/2015,,U-BOLT,18X72X400,54530,238.00,238,1,350.00,350.00
1/28/2015,,BRAKE FLUID,900ML,54530,150.91,150.91,1,230.00,230.00
1/28/2015,,ACCELERATOR CABLE,8DC9 2500,54531,185.00,185,1,300.00,300.00
1/28/2015,,BRAKE FLUID,900ML,54531,150.91,150.91,1,170.00,170.00
1/28/2015,,OIL,LUB PLUS LTR,54531,105.00,105,1,115.00,115.00
1/28/2015,,HYDROVAC CUP,SD-21004,54532,31.50,63,2,60.00,120.00
1/28/2015,,HYDROVAC CUP,SC-375663,54532,36.00,36,1,70.00,70.00
1/28/2015,,HYDROVAC CUP,SC-373884,54532,27.00,27,1,60.00,60.00
1/28/2015,,HYDROVAC CUP,38,54532,144.00,144,1,200.00,200.00
1/28/2015,,HUB BOLT,FUSO FRH,54534,90.00,540,6,150.00,900.00
1/28/2015,,HUB BOLT,FUSO FLH,54534,86.00,172,2,150.00,300.00
1/28/2015,METROPHIL,BEARING,TR181504,54535,2084.00,4168,2,2700.00,5400.00
1/28/2015,METROPHIL,OIL SEAL,65X77X12,54535,85.00,340,4,150.00,600.00
1/28/2015,METROPHIL,PLUG IN FUSE,UNI,54535,1.80,18,10,5.00,50.00
1/28/2015,,FUEL FILTER,FC-1301,54536,195.00,195,1,280.00,280.00
1/28/2015,NILOMANGILIN,HEAD LAMP ASSY,DL-154,54537,798.00,798,1,1300.00,1300.00
1/28/2015,,WD-40,SMALL,54538,120.00,120,1,150.00,150.00
1/28/2015,,HEAD LIGHT ASSY,DL-626,54538,680.00,680,1,1100.00,1100.00
1/28/2015,,SIGNAL LIGHT,GIGA,54538,180.00,0,0,250.00,0.00
1/28/2015,,SIGNAL LIGHT,GIGA,54538,180.00,180,1,250.00,250.00
1/28/2015,,HEAD LIGHT ASSY,DL-157,54538,900.00,900,1,1100.00,1100.00
1/28/2015,,OIL SEAL,40X55X9,54539,55.00,55,1,120.00,120.00
1/28/2015,NDMS,LEAF SPRING,278 EHD-1,54540,1225.00,1225,1,1900.00,1900.00
1/28/2015,NDMS,CENTER BOLT,16X220-T,54540,70.00,70,1,150.00,150.00
1/28/2015,MIKE FISHER,BACK HORN,24V,54541,350.00,350,1,450.00,450.00
1/28/2015,,BEARING,78TKL4801,54542,1762.00,1762,1,2300.00,2300.00
1/28/2015,AMADO,PRESTONE,900ML,54543,206.46,206.46,1,230.00,230.00
1/28/2015,,WHEEL CYLINDER ASSY,IS-01829,54544,505.00,505,1,900.00,900.00
1/28/2015,,WHEEL CUP,30183,54544,28.80,115.2,4,40.00,160.00
1/28/2015,,OIL FILTER,EO-555,54545,87.39,87.39,1,140.00,140.00
1/28/2015,,HYDROVAC CUP,SC-375663,54546,36.00,72,2,80.00,160.00
1/28/2015,,BUNDY TUBE,42008,54547,12.80,320,25,20.00,500.00
1/28/2015,,NUT,16MM,545478,5.00,20,4,7.50,30.00
1/28/2015,,TAPELON,UNI,545478,7.50,7.5,1,15.00,15.00
1/28/2015,,LED WIRE,UNI,545478,68.75,68.75,1,90.00,90.00
1/29/2015,,U-BOLT,16X72X300,54549,119.00,238,2,180.00,360.00
1/29/2015,,CENTER BOLT,12X160-T,54549,30.00,60,2,100.00,200.00
1/29/2015,,BOLT,12x55,54550,7.60,15.2,2,15.00,30.00
1/29/2015,,BATTERY TERMINAL,UNI,54551,31.20,31.2,1,40.00,40.00
1/29/2015,,PLUG IN FUSE,UNI,54551,1.80,9,5,4.00,20.00
1/29/2015,,CLUTCH BOOSTER POPPET,4043,54552,220.00,220,1,450.00,450.00
1/29/2015,J&R,PISTON RING,4BE1-STD-N,54553,900.00,900,1,1200.00,1200.00
1/29/2015,,BALL JOINT,10X10,54555,120.00,240,2,150.00,300.00
1/29/2015,STEELMASTER,HUB BOLT,HYUNDAI FRT KYOTO,54556,165.00,330,2,280.00,560.00
1/29/2015,MIKE BALBA,MARKER LAMP,DL-045,54557,63.75,510,8,100.00,800.00
1/29/2015,818,HUB BOLT,CK10 RLH/RRH,54558,300.00,2400,8,360.00,2880.00
1/29/2015,,CLUTCH MASTER KIT,SK-81511,54559,225.00,225,1,350.00,350.00
1/29/2015,,BRAKE FLUID,900ML,54561,150.91,150.91,1,170.00,170.00
1/29/2015,,BLEEDER SCREW,C-240,54561,13.50,13.5,1,30.00,30.00
1/29/2015,,OIL,LUB PLUS LTR,54562,105.00,105,1,115.00,115.00
1/29/2015,,RUBBER HOSE,42132,54563,52.00,52,1,90.00,90.00
1/29/2015,,MIRROR,E-362,54564,154.00,154,1,300.00,300.00
1/29/2015,,HOSE CLAMP,38020,54565,9.80,19.6,2,30.00,60.00
1/29/2015,,LEAF SPRING,-638411,54566,750.00,750,1,980.00,980.00
1/29/2015,,BOLT,12x40,54566,5.54,5.54,1,20.00,20.00
1/29/2015,,CENTER BOLT,1/2X8,54566,70.00,70,1,100.00,100.00
1/29/2015,,FOOT BRAKE KIT,MK-355573,54567,750.40,750.4,1,1100.00,1100.00
1/29/2015,,IGNITION SWITCH,GEN,54568,300.00,300,1,400.00,400.00
1/29/2015,METROPHIL,GEAR OIL,SAE 140 GAL,54570,548.00,548,1,590.00,590.00
1/29/2015,METROPHIL,AUTO BULB,17063,54570,12.72,127.2,10,25.00,250.00
1/29/2015,METROPHIL,BULB SOCKET,CBS-30SB,54570,7.20,57.6,8,15.00,120.00
1/29/2015,METROPHIL,BOLT,9/16X1 1/2,54570,8.68,34.72,4,35.00,140.00
1/29/2015,METROPHIL,CLEARANCE LIGHT,M-4,54570,30.00,240,8,50.00,400.00
1/29/2015,,CLUTCH DISC,MFD-009-K,54571,3000.00,3000,1,5500.00,5500.00
1/29/2015,,BEARING,CT70B,54571,700.00,700,1,1000.00,1000.00
1/29/2015,METROPHIL,U-BOLT,20X93X240,54573,220.00,220,1,280.00,280.00
1/29/2015,NDMS,U-BOLT,22X83X260,54574,212.50,212.5,1,280.00,280.00
1/29/2015,MAGPANTAY,PINION YOKE,242,54575,1100.00,1100,1,1700.00,1700.00
1/29/2015,MAGPANTAY,OIL SEAL,68X124X11.5/27-N,54575,340.00,340,1,650.00,650.00
1/30/2015,,ACCELERATOR CABLE,CXM 2240,54576,180.00,180,1,350.00,350.00
1/30/2015,,CLUTCH BOOSTER PISTON,11307,54576,135.00,135,1,200.00,200.00
1/30/2015,,TEMPERATURE SENDING UNIT,KW-9B,54576,99.00,99,1,150.00,150.00
1/30/2015,,VALVE COVER GASKET,4E+34,54576,90.00,180,2,180.00,360.00
1/30/2015,,FUEL FILTER,FC-1301,54576,195.00,195,1,240.00,240.00
1/30/2015,,PRIMING PUMP,36647,54577,400.00,400,1,600.00,600.00
1/30/2015,V PEREZ,WHEEL CUP,SC-80207R,54578,36.00,108,3,50.00,150.00
1/30/2015,V PEREZ,BRAKE FLUID,900ML,54578,150.91,150.91,1,170.00,170.00
1/30/2015,,AXLE BOLT,239,54579,36.00,360,10,50.00,500.00
1/30/2015,J&J,HOSE CLAMP,38020,54580,9.80,39.2,4,30.00,120.00
1/30/2015,J&J,TORQUE ROD BOLT,79,54580,70.00,70,1,110.00,110.00
1/30/2015,J&R,RIM,10X20,54581,2600.00,2600,1,3000.00,3000.00
1/30/2015,,OIL SEAL,48X62X9,54582,120.00,120,1,180.00,180.00
1/30/2015,NDMS,LEAF SPRING,278 EHD-1,54583,1195.00,1195,1,1900.00,1900.00
1/30/2015,NDMS,CENTER BOLT,16X220-T,54583,70.00,70,1,150.00,150.00
1/30/2015,NDMS,FAN BELT,5540,54583,356.30,712.6,2,480.00,960.00
1/30/2015,NDMS,BEARING,6305ZZ,54583,188.00,188,1,350.00,350.00
1/30/2015,NDMS,SPRING PIN,48,54583,117.00,117,1,170.00,170.00
1/30/2015,NDMS,LEAF SPRING,-609833,54583,600.00,600,1,950.00,950.00
1/30/2015,NDMS,SPRING PIN BUSHING,32X38X78,54583,67.00,67,1,120.00,120.00
1/30/2015,,MIRROR,E-549,54584,280.00,280,1,400.00,400.00
1/30/2015,,VOLTAGE REGULATOR,IVR-953,54585,1060.00,1060,1,1450.00,1450.00
1/30/2015,,VILLAMOID GASKET,11689,54586,15.12,30.24,2,30.00,60.00
1/30/2015,,O-RING,NO.214,54586,7.00,14,2,20.00,40.00
1/30/2015,,WHEEL CUP,SC-80513R,54587,30.00,90,3,90.00,270.00
1/30/2015,,U-BOLT,14X72X110,54588,63.75,63.75,1,150.00,150.00
1/30/2015,,CLUTCH BOOSTER ASSY,05003-K,54589,1000.00,1000,1,1500.00,1500.00
1/30/2015,,PRESTONE,900ML,54590,206.46,206.46,1,230.00,230.00
1/30/2015,,FOOT BRAKE PISTON,V-10,54591,530.00,530,1,665.00,665.00
1/30/2015,,BEARING,6309ZNR,54592,622.00,622,1,930.00,930.00
1/30/2015,,HOSE,42008,54593,3.09,37.08,12,25.00,300.00
1/30/2015,,FITTING,I04-12MJL,54593,27.00,27,1,100.00,100.00
1/30/2015,,FITTING,I04-10MJF 1.0,54593,45.00,45,1,100.00,100.00
1/30/2015,,HOSE,42006,54594,43.00,1247,29,98.27,2849.83
1/30/2015,,FITTING,I08-18X24,54594,99.00,396,4,200.00,800.00
1/30/2015,,LEAF SPRING,MB035106-1,54595,612.38,612.38,1,1050.00,1050.00
1/30/2015,,EXHAUST MANIFOLD GASKET,6HE1,54596,400.00,400,1,600.00,600.00
1/30/2015,,BALL JOINT,12X12,54597,117.00,117,1,180.00,180.00
1/30/2015,,TEMPERATURE GAUGE,ROX-144,54598,1150.00,1150,1,1600.00,1600.00
1/30/2015,RUEL CASTILLO,PRESTONE,900ML,54599,206.46,206.46,1,230.00,230.00
1/30/2015,RUEL CASTILLO,WHEEL CUP,SC-80207R,54599,36.00,72,2,50.00,100.00
1/30/2015,,GREASE GUN NOZZLE,UNI,54600,35.00,70,2,60.00,120.00
1/30/2015,,MARKER LAMP,DL-045,54601,63.75,127.5,2,100.00,200.00
1/30/2015,rosal,oil Seal,789351,54602,280.00,280,1,450.00,450.00
1/30/2015,ARMAN ROSAL,HUB BOLT,HYUNDAI FRT KYOTO,54602,165.00,330,2,300.00,600.00
1/30/2015,ARMAN ROSAL,PRESTONE,900ML,54602,206.46,206.46,1,230.00,230.00
1/30/2015,NILO MANGILIN,WHEEL CYLINDER ASSY,47600-957,54603,855.00,855,1,1300.00,1300.00
1/30/2015,NILO MANGILIN,CLUTCH MASTER CUP,SD-80273R,54603,31.50,31.5,1,65.00,65.00
1/30/2015,NILO MANGILIN,CLUTCH MASTER CUP,SD-80573R,54603,45.00,45,1,65.00,65.00
1/30/2015,NILO MANGILIN,WHEEL CYLINDER ASSY,47600-956,54603,855.00,855,1,1300.00,1300.00
1/30/2015,NILO MANGILIN,CLUTCH BOOSTER ASSY,TD,54603,1845.00,1845,1,2500.00,2500.00
1/30/2015,NILO MANGILIN,AXLE BOLT,239,54605,36.00,72,2,50.00,100.00
1/31/2015,,OIL,LUB PLUS LTR,54560,105.00,105,1,115.00,115.00
1/31/2015,,RUBBER HOSE,42132,54604,52.00,52,1,150.00,150.00
